index,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,
1101,1/1/2019 13:31,3.5983E+15,fraud_7nick LLC,11,63.78,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,12/27/1985,3afc9f65cf039e7b5b1d688f383487c4,1325424680,37.386862,-96.52966,0,0.95210183
572716,8/31/2019 16:55,3.55482E+15,fraud_Goyette Inc,12,987.16,Cory,Thomas,M,6458 Roberson Alley,Williamsburg,MO,63388,38.8874,-91.7689,710,Glass blower/designer,9/27/1970,27abbb6582cf556ea2d0f77106c54652,1346432153,39.67065,-91.80472,1,0.703697107
379,1/1/2019 4:59,3.47E+14,"fraud_Reichert, Shanahan and Hayes",12,78.56,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,82711,44.6873,-104.4414,110,"Administrator, local government",5/16/1973,d01846bf25a4eedf3366527b3b79b4ff,1325393954,44.678642,-104.128312,0,0.062453111
128899,3/11/2019 23:03,3.51237E+15,"fraud_Romaguera, Cruickshank and Greenholt",12,826.45,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,3/31/1985,bf5dd98cd9c9a95571f402dbaabe4f97,1331506985,38.369595,-90.519745,1,0.630411769
584506,9/5/2019 0:47,2.35628E+15,"fraud_Schaefer, McGlynn and Bosco",3,7,Benjamin,Harris,M,0881 Lori Pines,Chester,MD,21619,38.9583,-76.2842,5848,Paediatric nurse,2/15/1981,b91df808d1ba9c9e541fc3d89805e33f,1346806060,39.635797,-76.572507,1,0.674779515
2898,1/2/2019 12:55,1.80E+14,fraud_Morissette PLC,13,104.59,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,7/19/1974,5318eab2e621af7fbce2949e812a44b8,1325508943,39.62643,-74.83647,0,0.813573799
286913,5/20/2019 22:42,3.82E+13,"fraud_Stanton, Jakubowski and Baumbach",12,1030.02,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,4/15/1988,71cce480e3e96b7b339bfccc7fbb566a,1337553757,42.589148,-72.372705,1,0.082251116
5306,1/4/2019 11:27,4.71574E+18,fraud_Koepp-Witting,5,105.91,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,3/30/1941,6807f47613a954adcf39828f51c3a554,1325676469,36.302434,-96.774623,0,0.825333229
1448,1/1/2019 16:01,2.13E+14,fraud_Kertzmann LLC,6,47.96,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,11/30/1978,32628589c6d7f8f8475b7be2da428d7a,1325433694,28.889805,-82.388992,0,0.376325659
5962,1/4/2019 20:24,3.57554E+15,fraud_Schiller Ltd,11,8.96,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,6/22/2001,ae310811d097c9315aef0859182b548a,1325708670,34.550265,-90.371597,0,0.067284036
530888,8/16/2019 22:26,4.29E+12,fraud_Terry-Huel,12,876.11,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,8/23/1940,aea3803022c9ff79fd1749bb2cc459e8,1345155998,36.557229,-81.013333,1,0.515433155
5946,1/4/2019 20:12,4.58493E+18,fraud_Fadel Inc,6,9.69,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",4/16/1975,50df7346e08037af81592db121d73139,1325707955,32.414082,-97.12794,0,0.892303339
4713,1/3/2019 23:18,4.58758E+15,"fraud_Medhurst, Cartwright and Ebert",11,30,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,4/12/1976,40b2e3d639cded69122e6a43ea0a934c,1325632728,44.180734,-69.178757,0,0.979781427
1003060,2/16/2020 2:39,3.02E+13,fraud_Vandervort-Funk,5,262.35,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,3/24/1980,8299ff1229fb9be5577098a31443aa84,1360982381,38.595303,-82.684182,1,0.172832508
930857,1/4/2020 23:14,5.04E+11,fraud_Bahringer-Streich,2,120.26,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,12/28/1975,9c38310e033a757b82948d233d96428d,1357341250,29.846302,-98.198533,1,0.053454905
548,1/1/2019 7:10,4.06309E+18,"fraud_Christiansen, Goyette and Schamberger",3,92.76,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",6/13/1963,caedb2e95360b4615a85193357810e38,1325401826,42.599951,-112.758179,0,0.947980619
422,1/1/2019 5:36,4.79894E+18,fraud_Donnelly PLC,9,6.28,Robert,Williams,M,09419 Lewis Rapids,Bay City,MI,48706,43.6088,-83.953,67858,Water quality scientist,3/13/1995,ab8bc9a41ba602ee6bdba55a4f8f7f6e,1325396189,44.550654,-83.541634,0,0.614108363
64606,2/7/2019 23:17,3.56484E+15,"fraud_Schumm, Bauch and Ondricka",5,309.02,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,3/31/1959,c8e1a2c45d670a8c600a89c5f0677d88,1328656625,37.964672,-122.708937,1,0.195512126
3042,1/2/2019 15:34,2.13E+14,"fraud_Hagenes, Hermann and Stroman",14,576.25,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,2/10/1982,0ea6bdd4ef4746e830d7f53ec055ae83,1325518469,38.013186,-87.4072,0,0.516761301
114068,3/5/2019 16:30,4.31E+12,fraud_Fisher-Schowalter,12,914.49,Maureen,Garza,F,169 Edward Inlet,Saint Louis,MO,63131,38.6171,-90.4504,927396,Occupational hygienist,3/12/1960,0e7cd3a082d4077821fe5c31119ab77d,1330965049,38.662236,-90.250241,1,0.008497576
347,1/1/2019 4:32,2.23561E+15,"fraud_Rippin, Kub and Mann",9,6,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,12/16/1980,28528ab2c10390c3b31e401c44365ab5,1325392379,42.770247,-103.945514,0,0.985855361
346309,6/11/2019 21:13,4.46E+12,"fraud_Moore, Williamson and Emmerich",7,261.05,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1/24/1990,b3bc4a5666356d3f291797c7d34fc877,1339449192,30.317238,-84.494646,1,0.595564687
678,1/1/2019 8:52,2.29745E+15,"fraud_Watsica, Haag and Considine",13,1.43,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1/13/1960,e5be29e3a0b188721b408b58b49e1c23,1325407944,39.190083,-89.299242,0,0.821210272
746679,11/15/2019 22:55,4.34879E+15,"fraud_Moore, Dibbert and Koepp",9,715.15,John,Nichols,M,862 Anderson Highway,Bryant,WI,54418,45.203,-88.9983,1080,Information systems manager,1/8/1979,7bdd46f501a857fbe5a187f94b007bcc,1353020115,45.63927,-88.403055,1,0.453727656
4724,1/3/2019 23:26,4.09245E+18,"fraud_Schoen, Nienow and Bauch",11,43.95,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",12/7/1945,75ecbcc5cf10b06b543da4d3ed127fda,1325633197,34.758031,-77.64837,0,0.562578622
603,1/1/2019 7:55,4.35579E+18,fraud_Bashirian Group,12,8.11,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,8/4/1969,a9bcbd56e97530b264aca9dd7878d413,1325404538,40.476247,-90.819337,0,0.320722646
2726,1/2/2019 8:47,60416207185,fraud_Luettgen PLC,3,82.08,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,2/17/1986,95f514bb993151347c7acdf8505c3d62,1325494056,42.961335,-109.157564,0,0.178241288
741653,11/13/2019 3:34,5.12741E+15,"fraud_Rippin, Kub and Mann",9,968.47,David,Campbell,M,2989 Murray Inlet,Washington,DC,20017,38.9367,-76.994,601723,"Psychotherapist, child",2/4/1991,132a3f70182f18ad71dfc489e457195a,1352777647,38.432206,-76.970131,1,0.336400653
945938,1/13/2020 6:11,3.50E+14,"fraud_Raynor, Feest and Miller",3,7.98,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914,37.1046,-83.5706,467,"Psychologist, forensic",6/4/1984,c153a378e15773aa03405a20f989e14d,1358057479,36.680918,-83.344865,1,0.017325193
570395,8/30/2019 22:18,3.76E+14,fraud_Kassulke PLC,12,1029.02,Christopher,Patterson,M,16744 Campbell Wall Apt. 372,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,4/12/1962,08a5fb80beb78cf4b087509f67d2ed1a,1346365127,39.428938,-79.47566,1,0.12595175
765219,11/23/2019 23:55,3.48E+14,fraud_Rempel Inc,12,985.55,Robert,James,M,18316 Cannon Place,Newport,ME,4953,44.8393,-69.2675,3228,Lexicographer,12/28/1995,7fdde730a64f9ddc9832ca78347804e1,1353714948,45.116184,-69.026481,1,0.161188106
909527,12/28/2019 23:49,4.11655E+15,"fraud_Nitzsche, Kessler and Wolff",13,883.49,Bridget,Bowen,F,49120 Regina Island Apt. 170,Port Saint Lucie,FL,34953,27.2625,-80.3793,181438,Primary school teacher,3/19/1934,12504278692ffdc82a7f9204367329e7,1356738565,27.961448,-80.985711,1,0.477153297
2005,1/1/2019 20:40,4.5031E+18,fraud_Kassulke PLC,12,2.31,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,7/3/1979,7d2e9194a420e21d6f8cff7bc152f7ae,1325450402,28.121421,-82.903565,0,0.995310393
3729,1/3/2019 4:51,3.73E+14,fraud_Torp-Lemke,10,40.1,Vincent,Richards,M,2064 Tyler Fork,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,3/4/1981,e2b28309a94882a64815af452ea4f79b,1325566305,29.049774,-96.852891,0,0.256688262
4800,1/4/2019 0:42,4.21008E+18,"fraud_Baumbach, Hodkiewicz and Walsh",13,7.71,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.921,-122.7806,1420,Systems analyst,11/11/1965,75d8556a2d02edfe293e1848466ae043,1325637765,43.646086,-123.206104,0,0.776971521
5403,1/4/2019 13:04,4.5031E+18,"fraud_Gutmann, McLaughlin and Wiza",7,76.87,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,7/3/1979,0400f0d5a604d1874df2ab0ca4b90024,1325682265,28.284961,-82.909586,0,0.224095431
2831,1/2/2019 11:18,6.39E+11,fraud_Gerlach Inc,12,98.18,Kyle,Wilkinson,M,93970 Trujillo Causeway,Curlew,IA,50527,42.9633,-94.7975,223,Estate manager/land agent,4/14/1939,7cea74ea32199d3f5755bed4418b99b1,1325503133,42.086364,-94.849843,0,0.682155337
442567,7/15/2019 20:49,3.50604E+15,"fraud_Schmeler, Bashirian and Price",12,1118.58,Michael,Orozco,M,13956 Hughes Causeway Suite 124,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,3/9/1989,680c9f56640b9f111f84c02d0d029036,1342385389,45.798193,-112.933976,1,0.949106712
74210,2/12/2019 23:20,4.21008E+18,fraud_Ankunding LLC,12,920.07,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.921,-122.7806,1420,Systems analyst,11/11/1965,5b6b641559bf97cbb1c68685b7460078,1329088843,43.948308,-122.346761,1,0.670817048
949,1/1/2019 12:01,2.45083E+15,fraud_Waters-Cruickshank,6,292.3,Timothy,Kirby,M,7309 Sophia Causeway Suite 702,Sauk Rapids,MN,56379,45.604,-94.1591,16163,Hydrographic surveyor,2/22/1987,f6eec517d2ab26a735b76c97d9fd600b,1325419315,45.778647,-95.10005,0,0.088806646
2660,1/2/2019 6:39,4.8004E+15,"fraud_Olson, Becker and Koch",3,67.42,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),4/2/2028,a9b5c5cc7fbe7944d68af122322a7d0f,1325486381,41.929427,-97.644914,0,0.512324546
1082,1/1/2019 13:22,4.68E+12,"fraud_Mante, Luettgen and Hackett",6,76.33,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,7/1/1972,7f02bf2f159c5bf145a6b92ddf2bc1a5,1325424144,29.28851,-92.41663,0,0.29426955
4851,1/4/2019 2:04,4.68E+12,fraud_Jaskolski-Dibbert,4,54.19,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",3/6/1978,a7a793e42eba124c63f67ba0fdf4c93f,1325642685,35.34043,-85.852759,0,0.330470831
151449,3/22/2019 22:34,2.72083E+15,fraud_Altenwerth-Kilback,7,258.26,Melissa,Aguilar,F,21326 Taylor Squares Suite 708,Clarksville,TN,37040,36.522,-87.349,151785,Pathologist,3/28/1974,177a93f45abcf26623176687c4b71ecb,1332455644,35.71937,-87.293215,1,0.315920225
3633,1/3/2019 2:27,3.59312E+15,fraud_Conroy Ltd,13,3.63,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,75d2aaefc77e439d8bc9af71c5007e97,1325557627,45.413872,-68.195295,0,0.123925944
1335,1/1/2019 15:17,4.29404E+15,fraud_Gleason-Macejkovic,12,178.85,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413,-81.69,2206,Biomedical scientist,12/31/1986,40c41da5c1862eb62cb5bc46d67d0e61,1325431041,33.675412,-81.825848,0,0.830919167
655974,10/6/2019 14:48,3.54086E+15,"fraud_Quitzon, Green and Bashirian",13,705.84,Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,11/16/1941,6e24ae9ef1c4d6cdb710fb50671655f8,1349534916,45.091591,-110.539327,1,0.016812528
26632,1/16/2019 3:07,6.01137E+15,"fraud_Casper, Hand and Zulauf",5,304.17,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,7/1/1997,95b8f32619c744fcd0e11ee7e893658a,1326683244,40.540395,-78.598952,1,0.442713907
615,1/1/2019 8:02,4.50914E+15,fraud_Stracke-Lemke,5,134.75,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",7/12/2026,191dca77329814273405b21645f18456,1325404958,31.198751,-81.574855,0,0.715987788
851,1/1/2019 10:51,4.48243E+15,"fraud_Tillman, Dickinson and Labadie",3,44.16,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,8/30/1946,15d823989ed8a6ae6d8e0734ca9f01b0,1325415064,39.575772,-81.761928,0,0.515651925
1991,1/1/2019 20:32,2.65785E+15,fraud_Windler LLC,8,22.67,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,11/1/1946,fea2f3c349fc728afef2776b2393ff5a,1325449947,41.719688,-82.859743,0,0.86856579
51424,1/31/2019 3:13,3.55055E+15,"fraud_Schaefer, McGlynn and Bosco",3,11.68,Ryan,Foster,M,03921 Cole Mission Suite 882,Hampton,FL,32044,29.8575,-82.1483,2060,Oncologist,11/10/1983,2ba439e1cd53f0de4c0c7925181d111b,1327979611,29.810003,-83.048721,1,0.3342951
1606,1/1/2019 17:14,4.24E+12,"fraud_Haley, Jewess and Bechtelar",13,8.7,James,Leon,M,826 Benjamin Stravenue,Alexandria,VA,22311,38.832,-77.12,321490,"Scientist, biomedical",10/4/1991,b62b3d7920575944cc5c8182118692ce,1325438051,38.844214,-76.932926,0,0.02040521
122782,3/10/2019 0:14,3.71E+14,fraud_Schmidt and Sons,12,1257.8,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,5/24/1976,f5327b12b20ed1719eed4ff5543283dc,1331338442,35.72465,-100.100585,1,0.93603505
45738,1/28/2019 3:29,6.76E+11,fraud_Koepp-Parker,5,321.49,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,10/7/1992,8524e211e3f48239ab8d30300c8d4744,1327721371,35.181692,-115.067423,1,0.975109884
2500,1/2/2019 2:41,3.52683E+15,fraud_Miller-Harris,9,22.66,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.017,1126,Furniture designer,7/6/1955,a0b354785c66f912377a1bd2fcb2a727,1325472075,44.809579,-84.904566,0,0.528463479
551313,8/24/2019 5:33,4.1687E+15,"fraud_Heller, Gutmann and Zieme",5,306.93,Kevin,Hawkins,M,92811 Jared Spur Apt. 345,Melville,NY,11747,40.7946,-73.403,19803,Police officer,12/29/1998,b5d77d0e3f0bfeeaa5c4cf9d0389c232,1345786385,41.091428,-74.097013,1,0.759210483
464824,7/24/2019 2:06,2.13E+14,"fraud_Streich, Hansen and Veum",3,10.4,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",10/7/1959,0fda8b5e8b9b6c54f1b089b694b4ba9f,1343095610,41.830122,-86.144256,1,0.190228826
1241,1/1/2019 14:39,4.45144E+15,"fraud_Roob, Conn and Tremblay",13,127.32,Cheryl,Morgan,F,7535 Amanda Manors Suite 293,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,9/11/1999,73399cd13031c93cc82eaeff09369702,1325428792,33.726058,-93.647738,0,0.266556379
5485,1/4/2019 14:14,3.03E+13,"fraud_Gottlieb, Considine and Schultz",12,1.82,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,11/28/1972,3a12cf8b3ccb7602c3c38f292baa3c3b,1325686449,41.546508,-90.607731,0,0.041422903
3952,1/3/2019 10:43,6.76E+11,fraud_Frami Group,1,5.28,Christopher,Henry,M,1198 Robert Stravenue Apt. 479,Armonk,NY,10504,41.136,-73.7009,7987,Television/film/video producer,3/16/1964,db771a6a5b7c60043323daadd80ce79c,1325587397,42.11678,-74.432389,0,0.468934799
99319,2/28/2019 1:42,4.64E+12,fraud_Kuphal-Predovic,9,779.79,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,7/13/1990,b6081a63d867a094a8d36c83e82db370,1330393370,40.177856,-94.103864,1,0.691147341
1017219,2/23/2020 23:26,3.00E+13,fraud_Conroy Ltd,13,779.75,Kevin,Summers,M,7302 Samantha Mission,Carroll,NE,68723,42.277,-97.1926,566,Metallurgist,1/26/1975,16e7e772a74c9d1192419edcdc81fc00,1361662003,42.743913,-96.283554,1,0.623598704
921571,12/30/2019 22:43,6.76E+11,fraud_Jast Ltd,12,917.79,Lisa,Fitzpatrick,F,58761 Brewer Rapids,Skytop,PA,18357,41.2336,-75.2389,104,Financial trader,8/25/2027,7523ec03c6cf91168fc5bc5ad87eee0a,1356907400,40.239365,-74.280578,1,0.63449897
5601,1/4/2019 15:40,3.58601E+15,fraud_Nader-Maggio,11,57.62,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,2/29/1984,6ab4bab0e7430a899dbb10d4b0e6f553,1325691606,48.081151,-122.427199,0,0.341611705
3451,1/2/2019 22:38,3.75E+14,fraud_Stark-Koss,7,47.31,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,11/5/1971,e1f3c2139c67dfee19e0b71b66830487,1325543906,42.657119,-82.537677,0,0.37042796
173701,4/1/2019 3:29,3.56609E+15,"fraud_Konopelski, Schneider and Hartmann",2,128.49,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,4/25/1971,2331182a453d75300728eeb0f447a52c,1333250954,35.174848,-118.781514,1,0.77222143
2128,1/1/2019 21:35,6.0111E+15,"fraud_Okuneva, Schneider and Rau",13,120.31,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,9/2/1985,a021259cf708f5ced7ba83ef823de592,1325453714,36.804721,-79.179268,0,0.32133577
218,1/1/2019 2:42,3.77E+14,fraud_Donnelly PLC,9,185.04,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,10/27/1974,0a630c19d0ef93f9d262d0ef9bff9358,1325385732,36.518512,-91.363405,0,0.818160573
3786,1/3/2019 6:25,4.64E+12,fraud_Harber Inc,3,51.95,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,7/13/1990,67c48d668196440ab8aafb10e1f7bcf3,1325571953,40.579194,-95.256092,0,0.348471301
598502,9/11/2019 0:56,2.13E+14,"fraud_Runolfsdottir, Mueller and Hand",1,492.67,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,11/30/1978,13de148418c83ee829bb57a3785a4ea7,1347324999,27.129351,-83.190653,1,0.586684306
1759,1/1/2019 18:33,5.71E+11,fraud_Larkin Ltd,8,48.81,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,2/26/1976,fd4bd0bfecddfaeb602bf314c09afcb2,1325442824,42.182211,-109.730944,0,0.080237496
1300,1/1/2019 15:03,6.50698E+15,fraud_Daugherty LLC,8,26.85,Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,4/15/1985,6142d2928c1e7c35d6c7cb9131dd586d,1325430182,34.215868,-93.727089,0,0.274674969
67175,2/9/2019 19:17,4.66956E+15,fraud_Metz-Boehm,13,927.18,Daniel,Hernandez,M,7340 Mcgrath Islands,Greenport,NY,11944,41.1039,-72.3674,4299,Broadcast presenter,10/26/1968,6ea0d3438dce537c4f5514ce363259b0,1328815071,41.511631,-72.753916,1,0.036894462
1041,1/1/2019 13:00,60495593109,"fraud_McDermott, Osinski and Morar",7,67.19,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,11/24/1942,e354c2e73e5448f5886f5cd69bad5587,1325422839,32.02622,-96.179015,0,0.443253747
84105,2/19/2019 2:27,4.59974E+18,fraud_Kiehn-Emmerich,5,293.62,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,12/30/1964,476a22085248ac0e57253537bf927c55,1329618449,36.762594,-88.667283,1,0.660673771
133861,3/14/2019 22:50,4.65963E+18,"fraud_Kuhic, Bins and Pfeffer",12,885.72,Richard,Moore,M,56261 Keith Plaza,Clinton,IN,47842,39.6591,-87.4208,10085,Hospital doctor,11/18/1964,eb4d8bc11dca262d27635bbe7d3e81e5,1331765429,39.821744,-86.583938,1,0.449079275
745115,11/15/2019 3:05,3.54216E+15,"fraud_Schultz, Simonis and Little",5,310.66,Bradley,Anderson,M,3896 Gilmore Mill,Emmons,MN,56029,43.5089,-93.4824,744,Communications engineer,1/28/1968,4636484baf1a6a1044e769fdf7e48f39,1352948722,43.994376,-93.363526,1,0.969215094
147690,3/20/2019 21:28,3.01E+13,"fraud_Haley, Batz and Auer",6,24.52,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",4/22/1994,069221c2e0a04a8054563b21751ef0da,1332278902,36.35489,-84.947304,1,0.455069571
1010009,2/20/2020 0:51,6.57356E+15,fraud_Emard Inc,3,7.73,Kristina,Lewis,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,6/18/1968,2fec904d9a4b87fae72d452b5af5fada,1361321475,36.076705,-95.713539,1,0.443139069
2466,1/2/2019 1:35,4.45237E+15,fraud_Kling Inc,3,40.02,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,3/4/1978,d03e29fe8987dcb6fc1f6dd866c03f37,1325468122,31.761058,-97.269336,0,0.220258342
1691,1/1/2019 18:01,4.75E+12,fraud_Hammes-Beatty,8,7.14,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",10/7/1998,aa99f167a4ab53deb6bb51caff5aabdf,1325440888,40.784231,-87.239633,0,0.738231111
3508,1/2/2019 23:31,3.53692E+15,"fraud_Gutmann, McLaughlin and Wiza",7,59.79,Michelle,Juarez,F,44864 Melton Vista Suite 310,San Jose,CA,95148,37.3304,-121.7913,973849,Science writer,6/12/1955,6588c45bb56a6eb697cc80f5d7ff11ee,1325547112,37.75679,-121.623407,0,0.614491528
436,1/1/2019 5:45,4.12873E+18,fraud_Herzog Ltd,10,6.96,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",10/4/1949,6ea714860a3a1e76e20d92a5e7248956,1325396757,31.166149,-94.072786,0,0.486971027
3538,1/3/2019 0:04,3.02E+13,fraud_Funk Group,4,26.45,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,8/16/1977,fc7bd402d6c1a07a72738240217e28b2,1325549043,41.993933,-72.805503,0,0.941265781
568892,8/30/2019 9:41,4.76E+12,"fraud_Huel, Hammes and Witting",5,333.66,Robert,Jordan,M,4602 Lopez Glens Suite 900,Arcadia,OH,44804,41.1116,-83.502,1202,Curator,3/1/1933,25d09295450f3987d7cff2d4c2834040,1346319696,40.618373,-84.288307,1,0.106541503
